08:14:09.543971 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [S.], seq 2885061488, ack 1437006477, win 28960, options [mss 1460,sackOK,TS val 2565131284 ecr 425841121,nop,wscale 7], length 0
08:14:09.544622 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [.], ack 45, win 227, options [nop,nop,TS val 2565131284 ecr 425841122], length 0
08:14:09.700968 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [P.], seq 1:17, ack 45, win 227, options [nop,nop,TS val 2565131441 ecr 425841122], length 16
08:14:09.722170 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [P.], seq 17:33, ack 45, win 227, options [nop,nop,TS val 2565131462 ecr 425841279], length 16
08:14:09.722898 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [.], ack 163, win 227, options [nop,nop,TS val 2565131463 ecr 425841300], length 0
08:14:09.728610 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [P.], seq 33:57, ack 163, win 227, options [nop,nop,TS val 2565131468 ecr 425841300], length 24
08:14:09.738172 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [P.], seq 57:93, ack 382, win 235, options [nop,nop,TS val 2565131478 ecr 425841306], length 36
08:14:09.774627 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [P.], seq 93:401, ack 414, win 235, options [nop,nop,TS val 2565131514 ecr 425841317], length 308
08:14:09.777688 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [P.], seq 401:1075, ack 446, win 235, options [nop,nop,TS val 2565131517 ecr 425841353], length 674
08:14:09.790330 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [.], seq 1075:8315, ack 478, win 235, options [nop,nop,TS val 2565131530 ecr 425841356], length 7240
08:14:09.790340 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [P.], seq 8315:14348, ack 478, win 235, options [nop,nop,TS val 2565131530 ecr 425841356], length 6033
08:14:11.693849 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [P.], seq 14348:14374, ack 530, win 235, options [nop,nop,TS val 2565133434 ecr 425843260], length 26
08:14:11.734758 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [.], ack 562, win 235, options [nop,nop,TS val 2565133475 ecr 425843272], length 0
08:14:11.760382 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [.], seq 14374:21614, ack 562, win 235, options [nop,nop,TS val 2565133500 ecr 425843272], length 7240
08:14:11.760414 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [.], seq 21614:28854, ack 562, win 235, options [nop,nop,TS val 2565133500 ecr 425843272], length 7240
08:14:11.760797 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [.], seq 28854:37542, ack 562, win 235, options [nop,nop,TS val 2565133501 ecr 425843338], length 8688
08:14:11.760835 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [.], seq 37542:44782, ack 562, win 235, options [nop,nop,TS val 2565133501 ecr 425843338], length 7240
08:14:11.761276 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [.], seq 44782:53470, ack 562, win 235, options [nop,nop,TS val 2565133501 ecr 425843338], length 8688
08:14:11.761342 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [P.], seq 53470:57814, ack 562, win 235, options [nop,nop,TS val 2565133501 ecr 425843339], length 4344
08:14:11.761894 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [.], seq 57814:66502, ack 562, win 235, options [nop,nop,TS val 2565133502 ecr 425843339], length 8688
08:14:11.761913 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [.], seq 66502:76638, ack 562, win 235, options [nop,nop,TS val 2565133502 ecr 425843339], length 10136
08:14:11.762310 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [P.], seq 76638:86774, ack 562, win 235, options [nop,nop,TS val 2565133502 ecr 425843340], length 10136
08:14:11.762377 IP dcatest04.fnal.gov.33133 > mu2egpvm03.fnal.gov.37618: Flags [.], seq 86774:95462, ack 562, win 235, options [nop,nop,TS val 2565133502 ecr 425843340], length 8688
